name_p1,name_p2,ties,market,betcris_p1,betcris_p2,betcris_tie,pinnacle_p1,pinnacle_p2,pinnacle_tie,draftkings_p1,draftkings_p2,draftkings_tie,bet365_p1,bet365_p2,bet365_tie,fanduel_p1,fanduel_p2,fanduel_tie,betmgm_p1,betmgm_p2,betmgm_tie,pointsbet_p1,pointsbet_p2,pointsbet_tie,bovada_p1,bovada_p2,bovada_tie,betonline_p1,betonline_p2,betonline_tie,caesars_p1,caesars_p2,caesars_tie,unibet_p1,unibet_p2,unibet_tie,datagolf_p1,datagolf_p2,datagolf_tie
"Schaper, Jayden","Ayora, Angel",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,-134,+110,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-115,+135,+2383
"Penge, Marco","Chacarra, Eugenio",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,-115,-105,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+109,+108,+2316
"Nakajima, Keita","Reitan, Kristoffer",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,+110,-134,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+110,+109,+2201
"Nakajima, Keita","Reitan, Kristoffer",void,72-hole match,null,null,null,-117,-103,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+100,-100,null
"Laporta, Francesco","Couvra, Martin",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,-115,-105,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-121,+143,+2270
"Norris, Shaun","Saddier, Adrien",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,-110,-115,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+130,-110,+2266
"Smith, Jordan","Ferguson, Ewen",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,-120,+100,+1600,null,null,null,-111,+100,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-105,+125,+2189
"Smith, Jordan","Ferguson, Ewen",void,72-hole match,-135,+105,null,-124,+102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-120,-110,null,-120,-110,null,null,null,null,-115,+115,null
"Parry, John","Sullivan, Andy",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,-115,-105,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-121,+143,+2289
"Stone, Brandon","Hillier, Daniel",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,-115,-105,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+111,+107,+2228
"Mansell, Richard","Ding, Wenyi",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,+105,-125,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+123,-104,+2228
"Crocker, Sean","Lacroix, Frederic",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,-110,-110,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+115,+104,+2177
"Couvra, Martin","Ayora, Angel",void,72-hole match,-109,-121,null,-112,-108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-110,-120,null,null,null,null,-120,-110,null,+103,-103,null
"Catlin, John","Crocker, Sean",void,72-hole match,-105,-125,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-115,-115,null,null,null,null,null,null,null,+107,-107,null
"Aphibarnrat, Kiradech","Green, Gavin",void,72-hole match,-120,-109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-125,-105,null,null,null,null,null,null,null,-123,+123,null
"Nakajima, Keita","Chacarra, Eugenio",void,72-hole match,-129,-101,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-120,-110,null,-120,-110,null,-114,-114,null,-101,+101,null
"Molinari, Edoardo","Olesen, Jacob Skov",void,72-hole match,-120,-110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-120,-110,null,null,null,null,null,null,null,-117,+117,null
"Cantero Gutierrez, Ivan","Clements, Todd",void,72-hole match,+101,-130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+110,-140,null,null,null,null,null,null,null,+114,-114,null
"Saddier, Adrien","Langasque, Romain",void,72-hole match,-136,+106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-130,+100,null,null,null,null,null,null,null,-132,+132,null
"Zanotti, Fabrizio","Paul, Yannik",void,72-hole match,-120,-110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-130,+100,null,null,null,null,null,null,null,-112,+112,null
"Coussaud, Ugo","Hill, Calum",void,72-hole match,-134,+104,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-120,-110,null,null,null,null,null,null,null,-112,+112,null
"Wiesberger, Bernd","Winther, Jeff",void,72-hole match,-120,-110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-115,-115,null,null,null,null,null,null,null,-106,+106,null
"Siem, Marcel","Schneider, Marcel",void,72-hole match,-112,-118,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-110,-120,null,null,null,null,null,null,null,+106,-106,null
"Migliozzi, Guido","Lindell, Oliver",void,72-hole match,+115,-145,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+115,-145,null,null,null,null,null,null,null,+152,-152,null
"Norris, Shaun","Campillo, Jorge",void,72-hole match,+105,-135,null,-106,-114,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-115,-115,null,null,null,null,null,null,null,+111,-111,null
"Pavan, Andrea","Katsuragawa, Yuto",void,72-hole match,-113,-117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-110,-120,null,null,null,null,null,null,null,+108,-108,null
"Sullivan, Andy","Mansell, Richard",void,72-hole match,-122,-108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-125,-105,null,-125,-105,null,null,null,null,+103,-103,null
"Parry, John","Fitzpatrick, Alex",void,72-hole match,-136,+106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-135,+105,null,null,null,null,null,null,null,-134,+134,null
"Stone, Brandon","Ding, Wenyi",void,72-hole match,-104,-126,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-115,-115,null,null,null,null,null,null,null,+118,-118,null
"Scrivener, Jason","Forrest, Grant",void,72-hole match,-145,+115,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-125,-105,null,null,null,null,null,null,null,-127,+127,null
"Armitage, Marcus","Del Rey, Alejandro",void,72-hole match,-120,-110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-130,+100,null,null,null,null,null,null,null,-106,+106,null
"Soderberg, Sebastian","Von Dellingshausen, Nicolai",void,72-hole match,-113,-117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+100,-130,null,null,null,null,null,null,null,+123,-123,null
"Penge, Marco","Schaper, Jayden",void,72-hole match,+106,-136,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+100,-130,null,+100,-130,null,null,null,null,+115,-115,null
"Laporta, Francesco","Reitan, Kristoffer",void,72-hole match,-104,-126,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-110,-120,null,-130,+100,null,null,null,null,-114,+114,null
"Hillier, Daniel","Lacroix, Frederic",void,72-hole match,+102,-132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-105,-125,null,-105,-125,null,null,null,null,+108,-108,null
"Dean, Joe","Elvira, Manuel",void,72-hole match,null,null,null,-105,-115,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-108,+108,null
"Green, Gavin","Smylie, Elvis",void,72-hole match,null,null,null,-116,-104,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+104,-104,null
"Langasque, Romain","Catlin, John",void,72-hole match,null,null,null,-104,-116,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+110,-110,null
"Elvira Mijares, Ignacio","Otaegui, Adrian",void,72-hole match,null,null,null,-105,-115,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-104,+104,null
"Schneider, Marcel","Olesen, Jacob Skov",void,72-hole match,null,null,null,-113,-107,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-104,+104,null
"Chacarra, Eugenio","Schaper, Jayden",void,72-hole match,null,null,null,-103,-118,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+114,-114,null
"Katsuragawa, Yuto","Clements, Todd",void,72-hole match,null,null,null,-107,-113,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+102,-102,null
"Molinari, Edoardo","Zanotti, Fabrizio",void,72-hole match,null,null,null,-113,-107,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-110,+110,null
"Larrazabal, Pablo","Williams, Robin",void,72-hole match,null,null,null,-114,-106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-108,+108,null
"Del Rey, Alejandro","Hill, Calum",void,72-hole match,null,null,null,-114,-106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-116,+116,null
"Wiesberger, Bernd","Scrivener, Jason",void,72-hole match,null,null,null,-108,-112,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+111,-111,null
"Siem, Marcel","Pavan, Andrea",void,72-hole match,null,null,null,-119,-102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-117,+117,null
"Ramsay, Richie","Kobori, Kazuma",void,72-hole match,null,null,null,-115,-105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+106,-106,null
"Fitzpatrick, Alex","Ding, Wenyi",void,72-hole match,null,null,null,-110,-110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+117,-117,null
"Sullivan, Andy","Crocker, Sean",void,72-hole match,null,null,null,-114,-106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+101,-101,null
"Lemke, Niklas","Forrest, Grant",void,72-hole match,null,null,null,-113,-107,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-116,+116,null
"Stone, Brandon","Von Dellingshausen, Nicolai",void,72-hole match,null,null,null,-107,-113,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+116,-116,null
"Jamieson, Scott","Senior, Jack",void,72-hole match,null,null,null,-103,-117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-109,+109,null
"Armitage, Marcus","Bradbury, Dan",void,72-hole match,null,null,null,-123,+102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-101,+101,null
